Year,Name,Mileage,Rating,Review Count,Price
2023,Mercedes-Benz EQB 300 Base 4MATIC,1234,4.7,2308,46777
2021,Mercedes-Benz A-Class A 220 4MATIC,16385,,37,30400
2023,Mercedes-Benz EQS 450 Base 4MATIC,11069,4.7,2308,85292
2023,Mercedes-Benz EQE 500 Base 4MATIC,4031,4.8,752,69287
2020,Mercedes-Benz AMG E 53 4MATIC,29966,4.9,993,50997
2020,Mercedes-Benz AMG S 63 4MATIC,50401,4.8,902,78999
2024,Mercedes-Benz GLE 350 Base 4MATIC,4901,4.6,483,72293
2021,Mercedes-Benz G-Class G 550 4MATIC,31448,4,3563,142825
2023,Mercedes-Benz EQB 300 Base 4MATIC,2427,4.5,344,53988
2022,Mercedes-Benz EQS 450+ 4MATIC,13459,4.3,352,86249
2023,Mercedes-Benz EQB 250 Base,4720,4.9,2166,56004
2022,Mercedes-Benz E-Class E 350,23023,4.8,1758,45982
2022,Mercedes-Benz A-Class A 220,6566,4.8,1094,29598
2021,Mercedes-Benz AMG A 35 Base,36001,3.4,1008,37995
2018,Mercedes-Benz AMG GLE 43 Base 4MATIC,80969,4.5,991,28954
2023,Mercedes-Benz AMG GLA 35 Base,11100,2.5,452,44999
2023,Mercedes-Benz EQE 500 ,5147,4.4,1096,80994
2024,Mercedes-Benz GLE 450 4MATIC,8695,4.8,902,72865
2022,Mercedes-Benz GLB 250 Base,16300,4.9,1411,36295
2022,Mercedes-Benz GLB 250 Base,28040,4.3,112,35897
2020,Mercedes-Benz E-Class E 450 4MATIC,16047,4.2,786,44210
2023,Mercedes-Benz CLA 250 Base 4MATIC,3160,4.7,94,40000
2023,Mercedes-Benz AMG G 63 4MATIC,5577,4.9,1411,221994
2023,Mercedes-Benz AMG GLB 35 Base,2708,4.9,274,53895
2016,Mercedes-Benz AMG G 4MATIC,56733,4,526,86995
2019,Mercedes-Benz AMG GLS 63 Base 4MATIC,61358,,9,57988
2020,Mercedes-Benz E-Class E 450 4MATIC,33065,4.2,786,41280
2024,Mercedes-Benz GLC 300 Base 4MATIC,4913,4,526,49995
2023,Mercedes-Benz GLA 250 Base,8798,4.3,352,40999
2020,Mercedes-Benz E-Class E 450,39807,4.2,786,38200
2021,Mercedes-Benz A-Class 4MATIC,70038,4.5,1102,23949
2023,Mercedes-Benz S-Class 4MATIC,13660,4.8,902,98140
2019,Mercedes-Benz C-Class C 300,37688,,,27995
2023,Mercedes-Benz Sprinter 2500 170 WB,1357,4.3,419,56997
2020,Mercedes-Benz GLE 350 Base 4MATIC,32889,4.5,344,47875
2021,Mercedes-Benz AMG GLS 63 Base,24247,4,526,99777
2020,Mercedes-Benz GLE 350 Base 4MATIC,65645,5,98,39497
2020,Mercedes-Benz GLC 350e Base 4MATIC,34042,4.5,949,37490
2024,Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,9638,4.6,827,76589
2023,Mercedes-Benz Metris Base,5218,4.8,186,51500
2024,Mercedes-Benz GLE 350 Base 4MATIC,5690,4.9,848,67466
2023,Mercedes-Benz GLE 450 GLE 450,15375,4.8,899,64876
2019,Mercedes-Benz GLE 400 Base 4MATIC,33972,4.4,1838,33397
2023,Mercedes-Benz C-Class C 300,7485,4.7,611,47893
2019,Mercedes-Benz AMG GT C,25399,3.6,376,87987
2022,Mercedes-Benz AMG CLA 35 Base 4MATIC,36238,4.8,1661,44898
2021,Mercedes-Benz GLB 250 Base,35924,4.7,1371,36131
2019,Mercedes-Benz E-Class E 300,22406,4.3,352,36991
2024,Mercedes-Benz GLE 350 Base 4MATIC,9838,4.5,2465,64815
2020,Mercedes-Benz GLS 450 ,34000,4.2,786,51490
2019,Mercedes-Benz CLS 450 Base 4MATIC,9985,4.6,1018,47999
2021,Mercedes-Benz CLA 250 Base 4MATIC,25932,4.8,184,32300
2023,Mercedes-Benz AMG GLE 53 Base,15559,4.2,821,85000
2023,Mercedes-Benz EQB 300 4MATIC,8146,4.4,297,54987
2023,Mercedes-Benz AMG C 43 Base 4MATIC,2618,4.1,522,58375
2023,Mercedes-Benz GLC 300 Base 4MATIC,10401,4.7,110,46099
2022,Mercedes-Benz AMG GLE 53 ,16557,,24,78000
2022,Mercedes-Benz EQB 350 EQB 350,11441,3.1,133,39999
2018,Mercedes-Benz AMG GT R,1282,4.7,449,150000
2024,Mercedes-Benz GLE 350 Base 4MATIC,10143,4.5,2465,62988
2023,Mercedes-Benz EQB 300 Base 4MATIC,2663,4.6,1915,63550
2022,Mercedes-Benz A-Class 4MATIC,17088,4.5,1102,30904
2023,Mercedes-Benz AMG GLA 35 ,5033,4.9,848,46912
2019,Mercedes-Benz AMG GLC 63 Base 4MATIC,16887,4.4,2339,54998
2023,Mercedes-Benz AMG E 63 S 4MATIC,8712,4.9,2166,157771
2021,Mercedes-Benz GLE 350 Base 4MATIC,29344,4.3,112,44997
2021,Mercedes-Benz AMG CLA 35 Base 4MATIC,35773,4.8,558,38482
2020,Mercedes-Benz AMG S 63 Base 4MATIC,19679,3.4,479,164900
2023,Mercedes-Benz EQE 500 Base 4MATIC,1785,4.7,911,74994
2022,Mercedes-Benz GLE 350 Base 4MATIC,15245,3.2,157,54981
2021,Mercedes-Benz AMG G 63 4MATIC,19025,4.7,662,169661
2024,Mercedes-Benz GLE 350 Base 4MATIC,10525,4.5,2465,62988
2024,Mercedes-Benz GLE 350 Base 4MATIC,9411,4.5,2465,73495
2021,Mercedes-Benz E-Class E 350,30474,4.6,304,39100
2021,Mercedes-Benz AMG GLA 35 Base,18456,4.6,827,38689
2022,Mercedes-Benz AMG GLE 53 Base,15078,4.7,557,76286
2024,Mercedes-Benz GLE 350 Base 4MATIC,9887,4.5,2465,64955
2023,Mercedes-Benz Sprinter 2500 Standard Roof,19165,4.8,752,50988
2023,Mercedes-Benz AMG G 63 4MATIC,9790,4.7,662,203999
2023,Mercedes-Benz GLA 250 Base 4MATIC,6929,4.9,3116,38288
2021,Mercedes-Benz AMG G 63 4MATIC,13159,4.7,662,179120
2022,Mercedes-Benz GLE 350 ,13467,,60,56994
2022,Mercedes-Benz GLS 450 4MATIC,34768,4.9,65,64995
2019,Mercedes-Benz A-Class A 220,57471,5,1782,24688
2024,Mercedes-Benz GLE 350 Base 4MATIC,4402,3.3,86,65507
2023,Mercedes-Benz C-Class C 300,5003,4.9,2166,47882
2021,Mercedes-Benz AMG GT C,15371,5,4823,80995
2023,Mercedes-Benz EQB 350 Base 4MATIC,3171,4.9,2166,58883
2023,Mercedes-Benz C-Class C 300 4MATIC,2016,4.4,2339,45998
2020,Mercedes-Benz E-Class E 350 4MATIC,39606,4.9,322,36125
2023,Mercedes-Benz C-Class C 300 4MATIC,11382,5,98,42997
2020,Mercedes-Benz GLS 450 Base 4MATIC,52587,4.7,244,49495
2024,Mercedes-Benz GLC 300 Base 4MATIC,5682,4,526,49995
2022,Mercedes-Benz AMG G 63 4MATIC,939,4.8,2002,219995
2023,Mercedes-Benz CLA 250 Base,3879,4.8,1735,44150
2021,Mercedes-Benz Maybach GLS 600 4MATIC,28632,4.7,244,129995
2023,Mercedes-Benz GLB 250 Base,2705,4.6,1915,46288
2019,Mercedes-Benz AMG E 63 S 4MATIC,40783,4.6,122,69998
2020,Mercedes-Benz GLB 250 Base 4MATIC,24923,4.9,2350,33498
2023,Mercedes-Benz AMG E 53 4MATIC,7977,3.7,113,89990
2024,Mercedes-Benz GLC 300 Base,2960,,543,58991
2023,Mercedes-Benz S-Class S 580 4MATIC,7986,4.5,344,124988
2020,Mercedes-Benz E-Class E 450,38475,4.8,1758,39982
2019,Mercedes-Benz C-Class C 300,71408,4.8,969,22913
2023,Mercedes-Benz AMG EQS Base,3812,4.3,419,109997
2023,Mercedes-Benz AMG CLA 35 Base 4MATIC,4433,4.8,2468,53983
2022,Mercedes-Benz EQS 580 Base 4MATIC,6451,4.9,2166,98444
2023,Mercedes-Benz AMG GLB 35 Base,2978,4.9,274,52495
2022,Mercedes-Benz EQS 450+ ,11692,,47,55699
2023,Mercedes-Benz GLS 450 4MATIC,10795,4,526,80654
2023,Mercedes-Benz EQB 300 Base 4MATIC,3688,5,1502,55990
2019,Mercedes-Benz AMG GLE 43 4MATIC Coupe,71558,4.7,1014,38492
2023,Mercedes-Benz EQB 250 Base,7793,4.6,1171,44777
2017,Mercedes-Benz AMG S 63 4MATIC,33560,4.5,1334,74999
2022,Mercedes-Benz GLC 300 ,9654,,9,40493
2021,Mercedes-Benz Maybach GLS 600 ,23918,,50,129618
2021,Mercedes-Benz AMG GLE 53 Base,64064,,50,53791
2020,Mercedes-Benz GLB 250 Base 4MATIC,21062,4.4,295,32339
2024,Mercedes-Benz GLE 350 Base 4MATIC,3538,4.4,2963,63208
2019,Mercedes-Benz C-Class 4MATIC,57557,4.4,297,21900
2023,Mercedes-Benz E-Class E 450 4MATIC,3051,4.1,522,59410
2020,Mercedes-Benz A-Class A 220 4MATIC,41972,4.2,862,24991
2015,Mercedes-Benz E-Class E 400 4MATIC,77546,4.7,557,20437
2023,Mercedes-Benz AMG GLB 35 Base,11619,4.6,1915,46980
2022,Mercedes-Benz GLC 300 Base 4MATIC,16543,4.8,1735,41584
2021,Mercedes-Benz E-Class E 350 4MATIC,30619,4.7,557,40970
2019,Mercedes-Benz SLC 300 Base,28255,3.1,133,30791
2023,Mercedes-Benz GLB 250 Base,4989,4.9,2166,45994
2020,Mercedes-Benz C-Class C 300 4MATIC,38370,4.9,65,26840
2020,Mercedes-Benz S-Class S 450,43143,,543,50991
2021,Mercedes-Benz GLA 250 Base 4MATIC,43722,4.4,295,27500
2023,Mercedes-Benz CLA 250 Base 4MATIC,8193,4.3,112,38497
2023,Mercedes-Benz EQB 250 Base,4009,4.8,1291,43900
2023,Mercedes-Benz EQB 300 Base 4MATIC,2094,4.7,2308,47777
2022,Mercedes-Benz GLE 350 Base 4MATIC,23096,4.5,2465,49988
2020,Mercedes-Benz SLC 300 Base,39305,4.9,2506,37539
2023,Mercedes-Benz C-Class C 300 4MATIC,6665,4.9,1411,44995
2022,Mercedes-Benz GLC 300 4MATIC Coupe,13878,4.7,29,49850
2023,Mercedes-Benz GLB 250 Base 4MATIC,3160,4.6,696,43888
2023,Mercedes-Benz EQB 250 Base,7715,4.6,1171,43860
2021,Mercedes-Benz AMG C 43 Base 4MATIC,10806,,2,61000
2020,Mercedes-Benz AMG A 35 4MATIC,7831,4.3,352,40016
2022,Mercedes-Benz GLC 300 ,11291,4.4,79,52188
2023,Mercedes-Benz AMG GLA 45 Base,8440,4.3,419,55997
2023,Mercedes-Benz AMG E 63 ,18327,2.9,70,141215
2020,Mercedes-Benz GLB 250 Base,30597,4.6,735,32000
2020,Mercedes-Benz GLC 300 Base 4MATIC,22365,4.1,522,34495
2022,Mercedes-Benz GLS 450 4MATIC,9123,4.6,800,69992
2023,Mercedes-Benz EQS 580 Base 4MATIC,6307,4.9,2166,109554
2017,Mercedes-Benz Metris Base,194043,4.3,1491,8999
2023,Mercedes-Benz GLB 250 Base 4MATIC,6569,4.4,295,44299
2023,Mercedes-Benz AMG GLA 35 Base,7003,4.9,2501,46417
2023,Mercedes-Benz GLB 250 Base 4MATIC,5534,4.6,696,44222
2020,Mercedes-Benz GLC 300 Base 4MATIC,51599,4.1,522,28995
2021,Mercedes-Benz A-Class A 220,20822,4.6,981,28999
2021,Mercedes-Benz GLE 450 4MATIC,23396,5,378,54981
2020,Mercedes-Benz GLA 250 Base,36278,4.7,1371,26667
2023,Mercedes-Benz EQS 450 Base 4MATIC,7181,4.8,752,76987
2023,Mercedes-Benz C-Class C 300 4MATIC,13744,3,471,40699
2023,Mercedes-Benz AMG GLA 45 Base,9060,4.5,996,49884
2023,Mercedes-Benz GLB 250 Base 4MATIC,4740,4.9,2166,45553
2023,Mercedes-Benz GLS 450 4MATIC,4227,3,33,81000
2023,Mercedes-Benz CLA 250 Base 4MATIC,3855,4.6,696,43888
2021,Mercedes-Benz A-Class A 220 4MATIC,9634,4.6,5510,30966
2023,Mercedes-Benz GLC 300 Base 4MATIC,5018,4.8,184,48220
2023,Mercedes-Benz EQS 450+ Base,11862,4.9,911,74442
2023,Mercedes-Benz EQE 350+ 350+ SUV,10378,4,526,70500
2021,Mercedes-Benz GLC 300 Base 4MATIC,16647,4.1,1248,37037
2021,Mercedes-Benz AMG E 53 Base 4MATIC,16345,4.4,1231,69612
2023,Mercedes-Benz EQS 580 Base 4MATIC,6307,4.9,2166,109554
2023,Mercedes-Benz CLA 250 Base 4MATIC,6999,4.7,197,42900
2020,Mercedes-Benz GLB 250 Base 4MATIC,26682,4.6,122,32298
2020,Mercedes-Benz CLA 250 ,26732,,50,29211
2020,Mercedes-Benz GLC 300 Base,46916,,2,30500
2021,Mercedes-Benz A-Class A 220,31000,4.7,416,29991
2020,Mercedes-Benz GLA 250 Base,14225,4.7,318,26885
2021,Mercedes-Benz AMG GLE 53 4MATIC Coupe,71405,4.7,1171,69990
2023,Mercedes-Benz E-Class E 350,5052,4.9,2166,58003
2022,Mercedes-Benz EQS 580 Base 4MATIC,7964,4.6,1018,77306
2023,Mercedes-Benz GLC 300 Base 4MATIC,5155,4.7,94,48982
2023,Mercedes-Benz GLB 250 Base 4MATIC,4840,4.4,295,44933
2021,Mercedes-Benz AMG GLA 35 Base,33414,3.4,1008,41497
2023,Mercedes-Benz CLA 250 ,7455,,24,40000
2021,Mercedes-Benz CLS 450 ,29560,,649,48950
2023,Mercedes-Benz GLB 250 Base 4MATIC,9957,4.5,991,41574
2020,Mercedes-Benz A-Class A 220,46285,4.7,2891,29000
2014,Mercedes-Benz SLK-Class SLK 250,61628,,,21844
2021,Mercedes-Benz AMG GLB 35 4MATIC,23904,4.8,2241,44185
2023,Mercedes-Benz AMG GLS 63 Base 4MATIC,2030,4.6,1089,134495
2021,Mercedes-Benz C-Class ,24071,,649,30985
2023,Mercedes-Benz E-Class E 350,5052,4.9,2166,58003
2023,Mercedes-Benz CLS 450 Base 4MATIC,4904,4.9,2375,68990
2021,Mercedes-Benz C-Class C 300 4MATIC,29920,4.9,274,27495
2019,Mercedes-Benz AMG E 63 S 4MATIC,38577,4.8,5398,69892
2020,Mercedes-Benz GLC 300 Base 4MATIC,30622,4.8,2468,32984
2023,Mercedes-Benz EQB 350 Base 4MATIC,4048,4.6,1915,62777
2023,Mercedes-Benz C-Class 4MATIC Sedan,44646,4.3,159,42991
2023,Mercedes-Benz E-Class E 350,5289,4.9,2166,56111
2024,Mercedes-Benz GLC 300 Base 4MATIC,760,4,526,61285
2022,Mercedes-Benz C-Class 4MATIC Sedan,9450,4.3,159,39987
2022,Mercedes-Benz GLC 300 Base 4MATIC,13980,,236,41988
2023,Mercedes-Benz EQB 350 Base 4MATIC,2986,4.7,2308,53777
2023,Mercedes-Benz GLA 250 Base 4MATIC,7320,3.2,157,42981
2023,Mercedes-Benz Maybach GLS 600 4MATIC,17867,4.5,97,157991
2023,Mercedes-Benz EQE 350 Base 4MATIC,5082,4.7,254,74519
2023,Mercedes-Benz GLB 250 Base,4989,4.9,2166,45994
2023,Mercedes-Benz EQE 350 Base 4MATIC,2501,4.7,1424,72777
2023,Mercedes-Benz Sprinter 2500 170 WB,56282,4.2,821,38995
2021,Mercedes-Benz Sprinter 3500 144 WB,27171,,236,58990
2022,Mercedes-Benz GLC 300 Base 4MATIC,16796,,236,41990
2023,Mercedes-Benz EQS 450+ Base,5845,4.6,1915,85777
2023,Mercedes-Benz EQB 350 Base 4MATIC,3171,4.9,2166,58883
2024,Mercedes-Benz GLS 580 ,6940,,9,118988
2023,Mercedes-Benz EQS 450+ Base,7402,4.5,344,
2022,Mercedes-Benz GLE 350 Base 4MATIC,29361,,1,53900
2023,Mercedes-Benz CLA 250 Base 4MATIC,2677,,50,43299
2023,Mercedes-Benz EQB 250 ,7159,4.8,173,44421
2016,Mercedes-Benz AMG S AMG S 63 4MATIC,43020,,0,51990
2020,Mercedes-Benz A-Class A 220,52979,4,526,26995
2023,Mercedes-Benz GLB 250 Base,4358,4.7,244,45485
2023,Mercedes-Benz EQE 500 Base 4MATIC,9649,4.9,1411,65595
2023,Mercedes-Benz CLA 250 Base 4MATIC,3378,4.6,696,40888
2022,Mercedes-Benz C-Class C 300 4MATIC,10262,3.2,98,39995
2020,Mercedes-Benz GLE 350 Base,44582,2.9,70,37872
2021,Mercedes-Benz C-Class C 300 4MATIC,36415,3.2,98,29495
2018,Mercedes-Benz AMG GLE 43 ,37441,,8,41990
2023,Mercedes-Benz AMG GLA 45 Base,2974,4,3563,53275
2023,Mercedes-Benz S-Class S 580 4MATIC,21568,4.6,417,104357
2024,Mercedes-Benz CLA 250 Base 4MATIC,2731,4.6,696,48888
2022,Mercedes-Benz AMG GLE 53 Base,22991,4.3,1491,80239
2021,Mercedes-Benz C-Class C 300 4MATIC,11164,3.2,98,32795
2023,Mercedes-Benz GLA 250 Base 4MATIC,4466,4.4,295,38866
2023,Mercedes-Benz GLB 250 Base 4MATIC,4740,4.9,2166,45553
2020,Mercedes-Benz AMG GLC 43 Base 4MATIC,27480,4.3,159,48487
2023,Mercedes-Benz CLA 250 Base 4MATIC,9535,,50,44699
2023,Mercedes-Benz AMG GLC 43 Base 4MATIC,2220,4.8,899,69459
2023,Mercedes-Benz GLB 250 Base 4MATIC,5340,4.2,862,39577
2023,Mercedes-Benz EQB 300 Base 4MATIC,1905,4.7,2308,49777
2023,Mercedes-Benz EQB 350 Base 4MATIC,4188,4.8,1001,52627
2023,Mercedes-Benz GLE 350 4MATIC,15146,,79,61880
2022,Mercedes-Benz C-Class C 300,17261,4.5,344,52500
2023,Mercedes-Benz CLA 250 Base 4MATIC,10342,4.3,112,36998
2022,Mercedes-Benz GLE 350 Base 4MATIC,17770,4.2,7,57981
2024,Mercedes-Benz CLA 250 Base 4MATIC,1713,4.6,696,50515
2020,Mercedes-Benz GLC 300 Base 4MATIC,30982,3.2,98,31695
2021,Mercedes-Benz S-Class S 580 4MATIC,25842,4.5,344,85991
2022,Mercedes-Benz GLC 300 ,8823,,0,38000
2023,Mercedes-Benz AMG EQE Base,3132,4.6,1018,77586
2021,Mercedes-Benz E-Class E 450,37971,4.9,977,56900
2021,Mercedes-Benz A-Class A 220 4MATIC,29636,3.9,1800,30900
2020,Mercedes-Benz GLB 250 ,26172,,47,30877
2023,Mercedes-Benz EQE 350+ Base,6379,4.5,344,66888
2023,Mercedes-Benz EQB 250 Base,2100,4.8,1291,48000
2023,Mercedes-Benz EQB 350 Base 4MATIC,3755,4.5,1684,57995
2023,Mercedes-Benz GLB 250 Base 4MATIC,9176,4.4,295,42989
2024,Mercedes-Benz C-Class C 300 4MATIC,3275,4.6,696,55123
2023,Mercedes-Benz GLA 250 Base,15103,4.8,899,37893
2020,Mercedes-Benz AMG GT 53 Base,31372,4.7,449,69500
2023,Mercedes-Benz EQB 250 Base,1225,4.8,1291,45500
2023,Mercedes-Benz C-Class C 300 4MATIC,5355,,12,44500
2023,Mercedes-Benz EQB 350 ,5837,,0,55989
2018,Mercedes-Benz AMG GLE 63 ,32031,,0,57495
2020,Mercedes-Benz GLC 300 Base,46006,4.4,79,31777
2023,Mercedes-Benz CLA 250 Base 4MATIC,2418,4.6,696,40888
2023,Mercedes-Benz GLB 250 Base 4MATIC,3484,3.9,1800,45900
2022,Mercedes-Benz EQB 350 Base 4MATIC,7556,4.2,821,36900
2023,Mercedes-Benz GLC 300 Base,5156,4.7,2891,49997
2023,Mercedes-Benz EQB 250 Base,4855,4.6,1171,44998
2023,Mercedes-Benz EQS 450 Base 4MATIC,10495,,12,90000
2023,Mercedes-Benz C-Class C 300 4MATIC,4885,4.7,2891,49988
2023,Mercedes-Benz GLS 450 4MATIC,21574,,9,81494
2022,Mercedes-Benz GLC 300 Base 4MATIC,16411,,236,41988
2023,Mercedes-Benz E-Class E 350,4501,4.9,2166,56001
2023,Mercedes-Benz EQB 250 Base,1774,4.8,1291,45900
2016,Mercedes-Benz AMG GT AMG GT S,33425,5,98,77898
2023,Mercedes-Benz GLA 250 Base,13087,4.8,899,37983
2020,Mercedes-Benz S-Class S 560 4MATIC,22738,4.6,348,65466
2021,Mercedes-Benz AMG GLS 63 Base 4MATIC,11937,4.4,1838,97888
2023,Mercedes-Benz GLB 250 Base,17569,4.9,1411,47950
2020,Mercedes-Benz GLB 250 Base 4MATIC,19950,,2,38746
2016,Mercedes-Benz GLC-Class GLC 300,80087,4.5,819,19498
2023,Mercedes-Benz EQE 350+ Base,3604,5,1502,72992
2023,Mercedes-Benz GLC 300 4MATIC Coupe,15006,4.7,29,55650
2024,Mercedes-Benz C-Class C 300,4021,4.6,348,52990
2023,Mercedes-Benz EQS 450 Base 4MATIC,1844,4,3563,99495
2023,Mercedes-Benz CLA 250 Base 4MATIC,4964,3.2,98,39495
2023,Mercedes-Benz CLA 250 Base 4MATIC,9080,4,147,38900
2018,Mercedes-Benz GLS 550 ,63281,4.9,268,41874
2023,Mercedes-Benz EQE 350 350+ Sedan,7747,4,526,64777
2023,Mercedes-Benz EQB 250 Base,7881,4.5,344,39975
2023,Mercedes-Benz EQE 350 Base 4MATIC,5034,4.7,316,68910
2023,Mercedes-Benz GLC 300 Base,8362,4.6,1915,50777
2018,Mercedes-Benz GLC 350e Base 4MATIC,73750,4.5,2057,22992
2023,Mercedes-Benz E-Class E 350,6173,4.9,2166,58441
2022,Mercedes-Benz AMG EQS Base,4727,4.3,1491,84614
2023,Mercedes-Benz C-Class C 300 4MATIC,9743,4.9,65,44810
2023,Mercedes-Benz C-Class C 300,8942,4.5,344,45988
2023,Mercedes-Benz EQB 250 Base,5889,4.7,1372,43900
2021,Mercedes-Benz E-Class E 350 4MATIC,29110,4.6,1915,37978
2022,Mercedes-Benz AMG GLA 35 Base,6409,3.6,1405,43991
2023,Mercedes-Benz GLE 350 Base 4MATIC,12481,4.9,2501,62706
2021,Mercedes-Benz C-Class C 300,33072,4.8,2002,29933
2023,Mercedes-Benz E-Class E 63 AMG 4MATIC,1099,3.9,1800,164900
2019,Mercedes-Benz AMG GLC 43 Base 4MATIC,58162,,12,32000
2023,Mercedes-Benz AMG GLB 35 Base,9999,4.4,1231,55984
2023,Mercedes-Benz EQE 500 4MATIC+,9885,4,526,77400
2023,Mercedes-Benz EQB 350 Base 4MATIC,3500,4.7,2308,55777
2023,Mercedes-Benz AMG SL 63 Base,2157,4.7,662,159565
2019,Mercedes-Benz SL 450 Base,50518,4.7,557,52751
2023,Mercedes-Benz GLA 250 Base 4MATIC,4131,,12,42000
2023,Mercedes-Benz GLA 250 Base,9693,,234,37994
2021,Mercedes-Benz C-Class C 300 4MATIC,27317,4.6,827,33967
2023,Mercedes-Benz CLA 250 Base 4MATIC,4497,3.9,1800,43900
2023,Mercedes-Benz AMG CLA 35 Base 4MATIC,15009,4.7,2931,46789
2023,Mercedes-Benz GLC 300 Base 4MATIC,8025,,12,55184
2023,Mercedes-Benz EQB 250 ,2621,,50,53899
2020,Mercedes-Benz GLS 450 Base 4MATIC,42980,4.4,2986,49990
2020,Mercedes-Benz GLE 350 Base 4MATIC,58175,3.9,1800,36900
2021,Mercedes-Benz C-Class C 300,35276,,64,30752
2022,Mercedes-Benz S-Class S 580 4MATIC,28960,4.6,827,95879
2020,Mercedes-Benz GLC 300 Base 4MATIC,28137,4.5,450,33695
2023,Mercedes-Benz EQB 300 Base 4MATIC,3095,4.7,2308,49777
2021,Mercedes-Benz GLE 350 Base 4MATIC,31593,4.9,2501,45968
2022,Mercedes-Benz GLE 350 Base,34539,,0,53489
2023,Mercedes-Benz GLB 250 Base 4MATIC,2900,3.9,1800,45900
2023,Mercedes-Benz E-Class E 350,4928,4.9,848,55651
2024,Mercedes-Benz C-Class C 300 4MATIC,4850,4.9,274,54495
2020,Mercedes-Benz S-Class S 560,48750,,150,55803
2021,Mercedes-Benz C-Class C 300,18164,4.6,827,32989
2020,Mercedes-Benz GLB 250 Base 4MATIC,40746,4.9,2054,29816
2020,Mercedes-Benz AMG GLC 43 Base 4MATIC,71722,4.6,122,41998
2023,Mercedes-Benz E-Class E 350 4MATIC,2662,4.4,295,58199
2019,Mercedes-Benz GLS 450 Base 4MATIC,36725,4,377,40995
2023,Mercedes-Benz EQS 450+ Base,3750,4.5,344,90988
2021,Mercedes-Benz AMG GLS 63 Base 4MATIC,20719,4.6,1089,96838
2021,Mercedes-Benz E-Class E 350,25952,4.6,1018,41488
2023,Mercedes-Benz GLE 350 ,9306,4.2,7,62981
2020,Mercedes-Benz C-Class 4MATIC,25068,4.7,110,30999
2024,Mercedes-Benz GLS 450 4MATIC,4162,4.9,4585,90000
2023,Mercedes-Benz GLB 250 Base 4MATIC,2283,4.2,862,42777
2020,Mercedes-Benz GLS 450 Base 4MATIC,88269,4.8,894,44162
2023,Mercedes-Benz GLB 250 Base,6675,4.7,192,46401
2024,Mercedes-Benz C-Class C 300 4MATIC,2405,4.6,696,55117
2020,Mercedes-Benz GLS 450 Base 4MATIC,44755,,2,59000
2023,Mercedes-Benz GLB 250 Base 4MATIC,8032,4.9,4585,42300
2020,Mercedes-Benz GLA 250 Base 4MATIC,25880,3.2,157,28481
2023,Mercedes-Benz S-Class S 500 4MATIC,7464,4.5,344,101888
2019,Mercedes-Benz CLS 450 Base,34539,4,526,43895
2023,Mercedes-Benz GLB 250 Base 4MATIC,4108,3.9,1800,46900
2023,Mercedes-Benz CLA 250 Base 4MATIC,7325,3.2,157,46411
2021,Mercedes-Benz GLC 300 Base,23533,,418,36633
2021,Mercedes-Benz AMG GLE 63 S-Model 4MATIC,49497,4.8,823,76900
2023,Mercedes-Benz AMG GLB 35 Base,6715,4.7,1424,56777
2023,Mercedes-Benz AMG G 63 4MATIC,2971,4.7,662,219805
2021,Mercedes-Benz CLA 250 Base 4MATIC,26166,4.9,2501,32337
2023,Mercedes-Benz CLA 250 Base,2296,4.2,568,42989
2023,Mercedes-Benz EQS 450+ 450,15246,4.5,1334,66888
2024,Mercedes-Benz C-Class C 300 4MATIC,3008,4.6,696,55101
2023,Mercedes-Benz EQS 450 Base 4MATIC,7483,4.9,2783,110084
2021,Mercedes-Benz GLA 250 Base 4MATIC,45637,4.6,3258,30653
2023,Mercedes-Benz C-Class C 300 4MATIC,6118,4.9,274,47495
2021,Mercedes-Benz CLA 250 Base,33160,4.9,2501,30775
2023,Mercedes-Benz CLA 250 ,1317,,50,46999
2023,Mercedes-Benz EQS 580 Base 4MATIC,9707,,236,109990
2023,Mercedes-Benz C-Class C 300,6844,4.5,344,44788
2023,Mercedes-Benz E-Class E 350 4MATIC,4238,,12,66205
2020,Mercedes-Benz CLA 250 Base,37076,3.8,146,28395
2016,Mercedes-Benz GLA-Class GLA 250 4MATIC,94804,4.9,2350,16998
2022,Mercedes-Benz GLB 250 Base 4MATIC,12439,4.6,696,40670
2020,Mercedes-Benz C-Class C 300 4MATIC,35902,4.8,184,27904
2020,Mercedes-Benz GLE 450 Base,56407,4.6,827,44963
2024,Mercedes-Benz GLC 300 Base 4MATIC,4873,4.7,192,55904
2022,Mercedes-Benz GLE 350 Base 4MATIC,17600,4.5,2465,50988
2020,Mercedes-Benz GLS 580 Base 4MATIC,70749,4.7,1372,54900
2024,Mercedes-Benz GLE 450 4MATIC,3426,4.2,821,67800
2023,Mercedes-Benz C-Class C 300,3809,4.5,344,47888
2023,Mercedes-Benz GLE 350 Base,22339,4.7,2931,55936
2023,Mercedes-Benz AMG G 63 4MATIC,5577,4.9,1411,221994
2021,Mercedes-Benz C-Class C 300 4MATIC,37437,4.8,1539,30423
2022,Mercedes-Benz C-Class ,15578,4.2,7,43981
2023,Mercedes-Benz GLB 250 Base 4MATIC,4861,4.9,274,42495
2023,Mercedes-Benz EQE 350 Base 4MATIC,2152,4.6,348,69999
2023,Mercedes-Benz GLB 250 Base,9152,4.3,419,44997
